#timestamp_lkf,x,y,z,qw,qx,qy,qz
1664954577452126503,-6.0177099021755676154e-06,-0.00040236651215420400499,-0.0004487156369400042955,0.99999999655510440899,-5.3582580359021741306e-05,-2.3583288488141271295e-05,9.3051929749044776205e-05
1664954580552126408,0.002732653549895994443,0.00077109213247894667267,0.00078249840140446908637,0.99999817130892576511,0.0014247586374356768692,0.0011505636937460005965,-0.00055573459905454761481
1664954580752126455,-0.0024371066990092663494,-0.0083131318559417060471,0.043247975110130607024,0.99999850479467611297,0.0013876275154987270394,0.00064345688768591201376,0.00080997386248378292536
1664954580952126503,0.0022485708634667062045,-0.01017575375730444924,0.087729818111415502901,0.99999357642825081882,-0.0029877052208149824063,-0.0017273812861653447311,-0.00097060278297389642691
1664954581152126551,0.0013740251168327891756,-0.0014195206697117934702,0.099498220667971815079,0.99999877492358080211,-0.00040077783247120097026,-0.0010856818369534156597,0.0010564182679032587623
1664954581452126503,0.0010528422760747863096,-0.0039621681639889737292,0.098695389942754091495,0.99999963826502891173,-0.00085081214160390454451,1.6279832798855309453e-05,6.7228082561388065471e-05
1664954581652126551,-0.0026481243280219793346,-0.0099026165568851937104,0.040326379709064226475,0.99997466485386488078,0.0068071522265172679581,0.0020784873851251942783,0.00013196708684470992282
1664954581952126503,0.00082806555820828797732,0.0011588294338425661478,0.23009115180624103991,0.99999741804075059637,-0.0018420748225511957442,-0.0011576382821110078446,0.00066010750698679602436
1664954582152126551,-0.0057562353276703337457,0.0013115980580553077139,0.14383570979112381139,0.99999579597702503708,0.00059315711879087446197,-4.4227803728247044206e-05,-0.0028389140446635815346
1664954582452126503,0.00082277108703365450793,-0.00015806172468269680254,0.18683754196327043151,0.99999815717412054994,-0.0015136246764746617496,-0.0011787669500039046813,0.00010145594667243367783
1664954582652126551,0.0029146955442336912323,-0.0076047536246750223332,0.12457118953670592854,0.99999152375284861005,0.0039851391993196757374,0.00082304923801479164605,0.00063156482245857155713
1664954582952126503,-0.0081783429991368616907,-0.00020474134299086621525,0.29069796573460005007,0.99997779855696311557,-0.0048998037489797032287,-0.0014997568843500240759,-0.0042603100652248253322
1664954583152126551,0.0041312000158703933439,-0.0035853585163597781471,0.17334397295872516764,0.99999333316353289369,0.0030890326743073836038,-0.00032999161766590596285,0.0019203664610325636448
1664954583452126503,-0.0068693658575155192025,-0.0010002183712199130827,0.19062148652841490182,0.9999409797054864546,-0.00093875423495799455251,-0.010791994603717084203,-0.00083300344632062988878
1664954583652126551,-0.015510314840859140001,-0.0037649606850253571066,0.10715683246831067543,0.99989232690010509952,0.0068295789614482510857,-0.012821386777580079039,-0.0020757397490734595669
1664954583952126503,-0.003304510005920163751,0.00053185794357173132862,0.26038017664525087147,0.99990204360680690066,-0.0050685686688828899063,-0.01282341753919024295,0.0024037390242957726479
1664954584152126551,-0.0037669632286359022201,-0.01150626264554954932,0.113351253084027076,0.99998809417745493366,-0.0017485761460414412597,-0.0045443498118552787951,-0.0003287334669971502042
1664954584452126503,-0.0059039171798046892123,-0.00037206279014004306482,0.2485212585768460658,0.9999449542969057747,-0.0027083829637230424046,-0.010134319120157799649,0.00023196970210529114348
1664954584652126551,0.010666064257221753719,-0.021257047117333609243,0.12765832656227502073,0.99992661618503198007,0.0033324856324281238069,-0.010913708521345422825,0.0040685313653781437701
1664954584952126503,-0.014181092612906974482,-0.00043504746528802429317,0.26518526538354786348,0.99967602194995919263,0.0010265717033557614311,-0.025288775102419634722,-0.0026982103959453289724
1664954585152126551,-0.0085534929961186712682,-0.0038636371112359957358,0.15613151871319555508,0.9999288180536320958,0.0057612747159079633757,-0.010347372608998551755,-0.0014503848737313291325
1664954585452126503,0.029775248729010699716,-0.022637026370246761398,0.21567791311775469376,0.99994779579239689848,-0.0024456344352192303619,-0.0064377789093900726972,0.0075488251590654746603
1664954585652126551,-0.0029312548245450063822,-0.0013554478465613653548,0.21587608530765817205,0.99998088617446589943,-0.00079497267368383063568,-0.0057571887077809700065,-0.0021107530499734294092
1664954585952126503,0.0022768725118446908606,-0.0008880286167290279975,0.34876154805514153479,0.99998094728120234809,-0.0015802390180038386469,-0.0054964270523787123884,0.0023243074424663064982
1664954586152126551,-0.0049705555677765286826,-0.0048497144400076047654,0.22052464584842024209,0.99998525248765990359,0.0046628750738190987563,-0.0024835284763779323647,-0.0012608274259311999868
1664954586452126503,0.0020101486400904543944,0.00094019635335486351213,0.38134178287949593855,0.99999797818890090451,-0.0015739903490380059009,0.0011119748557264176256,0.00057868865741630471679
1664954586652126551,-0.007242929637444507282,0.00076834279122463267075,0.30584888037517243831,0.99998248621916752121,-0.002375934854102748281,0.0032146318683190051521,-0.0043650345708550015653
1664954586952126503,0.01472984078993559709,-0.0012960493099119507754,0.39789857144854606785,0.9996178928268213415,-8.7606972935806696101e-05,0.027633111988148099936,0.00069064049303106146704
1664954587152126551,0.0098980851783298517965,-0.0011049535407308685997,0.20828105007938629845,0.99983009752130935777,0.00019762862634294328938,0.018387268539281215185,-0.0012847512539165466348
1664954587452126503,0.008332049721065222514,-0.0023483512750598761754,0.36378941895155275654,0.99995829442409511767,-0.00034351388122043911063,0.0091239600551191457622,0.00022351694876692246761
1664954587652126551,-0.013529454468511130719,-0.014146130967760201652,0.20554407355194909135,0.99998912819548746445,-0.00065808460276212696425,0.0045555675166878972782,-0.00074994419212750813158
1664954587952126503,0.0033072270080418885926,-0.0044469395013492785118,0.35526227070594723623,0.99998418136034694648,0.0023444106822602009225,0.0051126214611098797988,-8.405665227433482844e-05
1664954588152126551,0.013916231750483986848,-0.010696716036764929852,0.18411978721192232,0.99999718393341641143,0.0011793775070254464837,0.0014138598894852119972,-0.0014991298432775674362
1664954588452126503,0.0028541877576494217167,0.00018570182769556131674,0.39461657110902337298,0.99999021242455843339,-0.0038743957836441856625,0.0020987166906198677536,0.00040582863435942724247
1664954588652126551,-0.0035004013809582130989,-0.0048517015585980635684,0.27651517264823732845,0.99999651406865663894,0.0018091566315807982093,0.0012356458989691669614,-0.0014755264036257610769
1664954588952126503,0.0056117927845963774466,-0.0041187065813860224139,0.40604085120382810148,0.99998877154664878031,0.0042731573481637422779,0.002048846654044845627,6.5805877795781534886e-05
