#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1666059836452088594,0,0,0,1,0,0,0,0,0,0,0.00021167465606611993493,0.0010906247500065736639,0.00073921291317022850328,-0.013614373286921901962,-0.052574942955273519518,0.01124308769384718687
1666059836751101017,0.00046648804859803725273,-7.0918394411395308929e-05,-0.00029648081212110062761,0.99999999602465194926,7.5962966897783908466e-06,-7.7440907316009898278e-05,4.3541914719870542709e-05,-5.5497022318599063817e-05,2.3471412274734919368e-05,-0.0019157632643135729961,0.0002158332750897365719,0.0010438518969633364415,0.00076525269505665211023,-0.013571587371146517573,-0.052536698824670810537,0.0053817961102608728036
1666059837050643444,0.00084454088138506797252,-8.6463750339511175058e-05,-0.00054122114634153452653,0.99999998674071222116,3.4248200114495491774e-05,-0.00010663205159526705846,0.00011821692657267386043,-0.0017208761371911721408,-0.00032309114009055912159,-0.00098355669566144166005,0.00025717725625838065272,0.0008913510520908614343,0.00080642633443274002597,-0.013588910232494262609,-0.052536625604260145384,0.0021299450168162131942
1666059837450401068,0.00027628887410245184589,-8.8282119110473877377e-05,-0.00070088320754916483019,0.99999997748717184276,3.9855715379927405618e-05,-0.00016935261789615909831,0.00012147785149073225526,0.0011346835511175049765,-0.00015694476615920222333,-0.00035609606957667534061,0.00029052172408195982897,0.0010430147571964991718,0.00080799327179432013733,-0.013594670333782190794,-0.052539245988175865831,0.0013967532562210900615
1666059838450278044,0.00026682663078963852294,-1.7678188084176030357e-05,-0.00073087011476545820504,0.99999997457476064167,6.0745144232050924519e-06,-0.00013076368687766522767,0.00018361491249916847817,-0.00060154865086793629647,-0.00019928990841141104411,0.00013403873073314874747,0.00036897012489278235414,0.00064748170038573789418,0.00090185482981195927432,-0.013590943085733164786,-0.052536371905861502241,0.0015424174090431597237
1666059839850277901,-0.0003546828847490702207,-0.00050724677320583295287,-0.00066082156466942918328,0.99999973699255040316,0.00020734164964443581335,8.7354383011203486455e-05,0.00068948784001829778022,-0.030093060400618019262,-0.0019795237027207756263,-0.00015111266237338911479,0.00032708218799950281638,0.00042852588456808644347,0.00087495777155700458442,-0.013598363174549991245,-0.052553139381955604748,0.0012596719231344288923
1666059840050277948,-0.0034903555872187858565,-0.00016642667925941808998,-0.00098385904509825207812,0.99999996284856051965,0.00019451045632726111337,-0.00010523313690128204543,0.0001593566631681566845,0.0066489480059639012588,0.00033400118038166750484,-0.0022217372214406077083,0.0003575039033027631102,0.0004328980318421124171,0.00093807115881630739277,-0.013622556233070081538,-0.052447780529531334848,0.0014404356616579782994
1666059840250277996,0.015580203952338380832,0.00078074230675557565289,-4.7410150546892018512e-05,0.99999369343645005959,4.2062981768248085162e-06,-0.0033417682366034722266,0.0012023538105754222934,0.27386119395682601008,0.0022518207696239854985,0.012338628800478127281,0.00040908824492940547637,0.00052172388460687535959,0.0010017473170048367577,-0.013628054319977753184,-0.052770412828042817521,0.0011678773457994956995
1666059840450278044,0.11263490295513009509,0.0006100753038377779245,-0.00055196791120199178559,0.999996051676315445,0.00016834139597938536925,-0.0020720254386075850558,0.0018907679748308464825,0.63296284586554907303,0.018188817033118601096,-0.0072829561244205321888,0.00040989024880667312067,0.00070011557007277377788,0.00078785249691521244686,-0.013248715890112051224,-0.052950014900778531735,0.0020724791040001352277
1666059840650278091,0.24367873936845613203,0.00081655590448657553934,-0.0020966001508919509567,0.99999630483624002419,0.00012807154051144866943,-0.0008139184516723744784,0.0025906463090808315095,0.67690513060389378985,-0.035339567534462101861,-0.0082713833724982008949,0.00041631359462202135015,0.00074831575615427314146,0.00071170693118148271698,-0.01295348169504744601,-0.053453243019919979839,0.0021733958719716158468
1666059840950278044,0.48497626557644135659,0.0021250415292593735628,-0.0030462805627507788704,0.99998339323887641683,0.00028221707269634804457,-0.0034572838567296123972,0.0046022590451489688024,0.99695400759299690474,-0.00025663776778961263888,-0.008049413800847261824,0.00043946398472553176509,0.00079489767169430827678,0.00069789399747175677024,-0.012323128250978490628,-0.054848777672852122578,0.0026809339360112176796
1666059841150278091,0.68581190236855471554,0.0041705616892255929773,-0.0041196120451457048095,0.99997942752253443643,0.00030283224460489049099,-0.0022051498906468184474,0.0060158239912459152143,1.022575355273664055,-0.011728966177562210119,-0.018875283392709645697,0.00037494086602599000033,0.00078019630164152852306,0.00066724658271736364806,-0.012619780535177087255,-0.055290191903305370424,0.0025389357510900742269
1666059841450278044,0.97641012529371917772,0.0064521736293434613085,-0.005570470363022458557,0.99997476370683524571,0.00071344443603640005612,-0.00038069901612231563581,0.0070581877810362717365,0.91886799921689155113,0.0092307183434330569022,-0.0074478303914598652929,0.00038287584189865920886,0.00074906954716159651533,0.0007101750488556835602,-0.011891788740408483147,-0.05613834767655938307,0.0024911642937195258365
1666059841650278091,1.1566672896102931922,0.0078033917301591941909,-0.0066837720865194176489,0.99996728301139625739,0.0010430407917681090452,-0.0013634225607547267086,0.00790481192886418986,0.93057150343838834772,0.015575858859314414481,-0.0072435166615773859469,0.00036047312920631642509,0.00081970644300435901476,0.0007514690159736869433,-0.011505139425953948493,-0.056990558636610441634,0.0024282672372639272675
1666059841950246096,1.5133847672990861088,0.015259291521178863435,-0.012760751307327778542,0.9999396156814052139,0.00042563013497807432014,0.0040206761995550026681,0.010218512259964668623,1.5116503208129854485,0.026677267999685026767,-0.092882258020219377048,0.00038551626560791269838,0.00076401136446461667684,0.00081077488902949596244,-0.011613638641385494107,-0.056926863461572760339,0.0025005334620706695832
1666059842250228405,1.9110061360374770434,0.016943794794250163771,-0.013982555209939056401,0.99991168460153023734,0.0041002216147984970815,0.0055751365273374120859,0.011345881752312344734,1.2556557656725932937,0.0087007458558597573772,-0.024759942552052681408,0.00038730687597654544531,0.00081995264510188801792,0.00070406209267788813239,-0.011596853845078445439,-0.056601033232120741279,0.0017286422915705921752
1666059842550227404,2.2254399929261561297,0.029097758351183167225,-0.018154444564337429702,0.99981772534122326235,0.0019011950746472018863,-0.014269542843899382309,0.012541200014857072781,0.96685922764559628639,-0.009700357244396828893,-0.030211747507297170151,0.00028621849443949512774,0.00080877558975546513364,0.00069703377633003292535,-0.009400412805595203744,-0.056698471370837069672,0.00096718613643846391287
1666059842750236511,2.4274948068068451512,0.035969791443896247107,-0.011420443181793809781,0.99980790304309830052,0.00085939851440462527391,-0.012595448467791352937,0.01499243558088308656,0.9130281794385295413,-0.020887445556573350919,0.0097810554839595359455,0.00033008755375472053056,0.00085407331523255805399,0.00069876342001566160538,-0.0067302128216500216318,-0.054555158565134889703,0.00085884534321611666775
1666059842950248480,2.6071427407989204994,0.039847974789695338182,-0.0047543860600798674987,0.99977636439366790455,0.0007347376952392370127,-0.014887474240068221745,0.015001482294944405715,1.0215740944148261615,0.15136239576155161024,0.040222567962646102457,0.00038962438450227526981,0.0007289009167590439946,0.00061689008342767854068,-0.0063739690101373251696,-0.051580484580316839083,0.00079599705920655014664
1666059843150262594,2.8791821250976941116,0.04864114471565098019,-0.0037507927509755475612,0.99976969469817433822,0.0010156427402576136479,-0.012156706851991327945,0.017656174881693888212,1.6378758444492307333,0.085043381334945822303,0.021985430529111289755,0.00044647390001963419785,0.00066754386729255194618,0.00057315497562474796312,-0.0063202806795127344439,-0.051981291984193614408,0.0007483872473006260382
1666059843350281477,3.227871041678453512,0.07534716453015158355,0.00053883748344760520887,0.99981499753169555955,-0.005429355425251226018,-7.4662155766851305886e-05,0.018452296223468240416,1.6679851870326452001,0.063178381577228284738,0.03354851099175259338,0.00045326606822798534788,0.00070350767274026174396,0.00062347220056032509865,-0.0059235229410532844185,-0.054169203344519252508,0.00089500026837442897901
1666059843550306559,3.544736479669909901,0.086893011092952956997,0.00052113262038533164546,0.99978835465071491662,-0.004135566520810297908,-0.0013243388744315048432,0.020109428656912370359,1.5627642763828788475,0.044524914235990566136,0.025750202260222662676,0.00049955292604085175211,0.00071595985934614085784,0.00058556695744406948596,-0.0068292413255868471972,-0.056705891105598857371,0.00093335292939951614629
1666059843750323057,3.8376750195865771964,0.098368166840801504747,0.00067563308306746461002,0.99976506821060995289,-0.0040586698233023967355,6.225845513026283598e-05,0.021291587751447384191,1.4178456364529963274,0.05542491036264504678,-0.0064820249159795017418,0.00041926161687001815663,0.00073179794931967068455,0.00062831207495087819728,0.00041244859754086937026,-0.058487236054134160435,0.0011174957833724188331
1666059843950323105,4.1095034512139507754,0.11026454121041677492,-0.0031977485202713731155,0.99972588195342104722,-0.0045604466069304114284,0.0043556725969705646639,0.022547536349240296372,1.3251532108124568499,0.061239478317039436339,0.0054892720088946939105,0.00042784919586063142709,0.00072155259879671076236,0.00059442168091115475063,0.0013347227899175157211,-0.061793318321093616829,0.0013344642842199078581
