#timestamp_kf,x,y,z,qw,qx,qy,qz
1664954577452126503,0.00031390312130615249378,-4.3953222398681696071e-05,-0.00010499738072601554485,0.99999999798507166471,-2.1641574811265109273e-05,-3.6056736835568635859e-05,4.755429119365318718e-05
1664954580552126408,0.0029020062660670398712,-0.0011570558083199438976,0.0024031358673188636839,0.99999859458577700089,-0.00028744278317401181135,-0.0010533823880578630297,-0.0012722376592787809375
1664954580752126455,0.066359205972819801378,-0.003816560022405729273,0.0030085486601189965691,0.99999498452929969083,0.0005491431933191778152,-0.0024396554940361832656,-0.0019435634974870475821
1664954580952126503,0.18363385576879989736,-0.0025782174122795688265,0.0026572869559544800948,0.99999981203788390616,-0.00040095283794830833537,0.00044691316916143286261,-0.00012421609019002907443
1664954581152126551,0.28293559293584952252,-0.0048740409191056089516,0.0033262757238382094881,0.99999902620750003024,0.0005841893612627409001,0.00080009127388036300338,0.00098293478635328086247
1664954581452126503,0.38392860874482748201,-0.0059320356431475261202,0.0045904304519044638808,0.99999810534422350905,0.00060634164027322738199,0.0015390271086238851636,0.0010261838705476024943
1664954581652126551,0.4491528819154763652,-0.0071529934019210700616,0.0051256677307460465562,0.99998522127004518811,0.00077282680988664061075,-0.0052773184007936990367,-0.0010535135099733713201
1664954581952126503,0.68026153491680174668,-0.0096698999487513787043,0.0053646810279171569177,0.99999309934713653814,0.0014138414981936678425,-0.0034321526460807591508,0.00015046108419513164211
1664954582152126551,0.8250118051990267265,-0.0045802321142125413875,0.005563085910913456375,0.99999120009113828811,-0.0013496564470612711084,-0.0039676809918547826725,0.00018887907259009163079
1664954582452126503,1.0161314143021413781,-0.0053339347447330879431,0.0058925084456109035058,0.99999542389736517656,-0.0012496650445139353535,-0.0024348273999628719348,0.0012892389748830189889
1664954582652126551,1.1525929683806808157,-0.0063744982583565030013,0.0078451751664815640164,0.99997925480226113049,-0.00058189570192474751771,-0.0064042940095288131142,0.00036929763402111987804
1664954582952126503,1.4471342029026024179,0.0026291499196244016989,0.011988720277474043327,0.99998598101607238942,-0.0047622054803400136816,-0.0015323689638549718457,0.0017352278356000587576
1664954583152126551,1.6247715121337129585,-0.00087117102210441954308,0.012648422440384825272,0.99998348260750336003,-0.0027662323744870229679,-0.004644875261403594649,0.0019513083874270931335
1664954583452126503,1.8230003067411693074,0.0022743292880237613723,0.013436668487267690308,0.99990662328662749392,-0.0035442972436935402461,-0.003801523605247586219,0.012638476287130540748
1664954583652126551,1.9370584817956708612,0.016023533596371836857,0.015675530994132821222,0.99960688583148915587,-0.0054799190768314923194,-0.010549263786641267446,0.025392071966355334728
1664954583952126503,2.2054464946908649559,0.028637044765523603229,0.018551427775689015298,0.99925457723620458861,-0.0031615407344147174185,-0.0053968856168869596204,0.038094201111470868404
1664954584152126551,2.3733317765803270127,0.044113420412604770204,0.018806431522041072019,0.99908625601103129288,-0.0035348073939947422667,-0.0036287485250689056719,0.042438076896785269232
1664954584452126503,2.623601835162177931,0.067186685121973441226,0.020398925563119750526,0.99861687459064762962,-0.0033515824360474903015,-0.00092167294211766503075,0.052461940461459376228
1664954584652126551,2.7939866848827423773,0.079003729308195783099,0.022825442402339694153,0.99798696748803872314,0.00093869959530939279732,-0.0040731922222618241816,0.063281440187756388127
1664954584952126503,3.0653494825584730599,0.11971738445678690999,0.024049235676376505555,0.99607944282412486103,-0.0015896752090718271541,-0.0053105758959368009817,0.08828937818100113244
1664954585152126551,3.223071483107287083,0.1535975469482855349,0.026895399261951905001,0.99507610183533101722,-0.0024520036227726957345,-0.011151281284354195439,0.09845399006735683356
1664954585452126503,3.5264198316040471504,0.20217614046470200329,0.030527419829763133285,0.99443479632775755306,0.0048429630311277805169,-0.0079939778158946046827,0.10493844805583274482
1664954585652126551,3.742972425275785664,0.2540136263306383424,0.033729057952933773346,0.99384511892246374387,0.0026179539130346653544,-0.00750738845079775962,0.11049282795727982665
1664954585952126503,4.0893776107721793167,0.32803036094305332293,0.037438742246802700353,0.99323768310388627079,0.0047336208292795157321,-0.005729053351436248602,0.11586058710371718861
1664954586152126551,4.3049444503678193641,0.38191331596284000538,0.041967904117794468943,0.99290613103805014372,0.0040362423014846304445,-0.010516972965330613488,0.11836602964889145206
1664954586452126503,4.6803894582502074684,0.47043045070179723144,0.046365141955680193309,0.99305464507012497499,0.0044595913319043977915,-0.0088582403932610537939,0.1172352998333108659
1664954586652126551,4.97320009324783463,0.54738523848737274946,0.052815796761613749422,0.99344491981291782601,-0.0001093414599698129796,-0.006986237088789819423,0.11409807988642731158
1664954586952126503,5.351497147610546179,0.62933667815186455918,0.056265037812245649596,0.99621496796158437448,0.0006227016204484343018,-0.006871181534042552011,0.086649504998053641924
1664954587152126551,5.5520738162558984641,0.66024338399866344673,0.058550636957509651082,0.997634703321423566,-0.00066457720976567300191,-0.0071652719100425161375,0.068360924104806333745
1664954587452126503,5.9132413446604008556,0.70364303523466498191,0.062785596784655298142,0.99821414660021901,-0.00053752025885588495917,-0.0068187876249697527975,0.059344188718059152909
1664954587652126551,6.1698814024449060156,0.73371484758975102913,0.065564746308997029489,0.99847575136183841504,-0.0013425786474883802737,-0.0062370526192957404313,0.054822172519284381731
1664954587952126503,6.5282032070093931608,0.77018525300375118015,0.070196430646286181454,0.99872224181287616585,-0.0012973277415661082449,-0.0085971025359861050208,0.049782431410224953217
1664954588152126551,6.7615070660728093799,0.79515087268682060895,0.072269480099588001565,0.99877696881303523746,-0.0027526038676098101184,-0.0098761181792923150718,0.048367882220007492322
1664954588452126503,7.1577217238555945755,0.82985712145676915341,0.077419310566494758952,0.99890321021173744676,-0.002565394067475447893,-0.0060877129926600473744,0.046354451055346357347
1664954588652126551,7.4385932636581308941,0.85813209700538706226,0.081747021376029405104,0.99893947705800167913,-0.0039756560857456390429,-0.0080345514472566579439,0.045161502598881811399
1664954588952126503,7.8499843611277562161,0.89126981293283558117,0.088335731795679051093,0.9989936010747528794,-0.0037278808860600762612,-0.012278822097960747153,0.042978115871586404506
1664954589152126551,8.1340250774483280338,0.91313110970042943304,0.091892860579517926523,0.99913750410356816367,-0.0034846336029120119834,-0.010104741985721098912,0.040124797967736006155
1664954589452126503,8.5471104045660233339,0.94151151285800993573,0.097590634791543034998,0.99950121737062069815,-0.0035783303180474228256,-0.0063158493423284686394,0.030734704717749840308
1664954589652126551,8.8207979913212213319,0.95931924137040069933,0.098035432369635813754,0.99963930191445082851,-0.0053887220778073910421,-0.0030213331004349261791,0.026136168213625927265
1664954589952126503,9.230039252614508527,0.97984033505069345615,0.099428449354773879021,0.99979402432041530879,-0.0064737455362722101659,-0.0026065912726795296799,0.019057944120818910705
1664954590152126551,9.4680802246921427212,0.98186539872681766195,0.1009735084282280676,0.99988847955437787363,-0.0046189900980432409619,-0.0073628711426638451462,0.01214419670946465489
1664954590452126503,9.8162257148250056105,0.98999607337966466503,0.1071732416491730927,0.99992716324026320596,-0.008071527274918124939,-0.0089586535175754222066,-0.00051106670229222005402
1664954590652126551,10.019677328994637477,0.97861130585553068872,0.10849205350905431755,0.99984109915341201624,-0.0038828408732220717238,-0.011086896835621033036,-0.013408232893190437374
1664954590952126503,10.337558533402182448,0.96690115932657161313,0.11315729817403891166,0.99937382538555130651,-0.0052524220354277601983,-0.0094409575466543414063,-0.033693285947577047978
1664954591152126551,10.555179076271448579,0.93859718688621962546,0.11833396426315713479,0.99904764720740890649,-0.0012245101360478024156,-0.011898862706543002557,-0.041960889539077082799
