#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1664954577252126455,0,0,0,1,0,0,0,0,0,0,0.0011597106860373189614,0.00091053158127638185969,-0.00026589664373946662965,-0.089654806818476498464,0.09042775633914000577,0.0092701130834242917444
1664954577452126503,0.00031390312130525472017,-4.3953222398585540891e-05,-0.00010499738072603966835,0.99999999798507166471,-2.16415748112651872e-05,-3.6056736835567470341e-05,4.7554291193660275152e-05,-3.2750383524406470603e-06,-5.5989114104283525808e-06,-0.00054963973480811982846,0.0011511265118549793372,0.00089635259043375950083,-0.00024687617247708533398,-0.089598520465815068015,0.090407668230111329355,0.0081497757504129242356
1664954580552126408,0.0029020062660656932921,-0.0011570558083197996987,0.0024031358673188272547,0.99999859458577700089,-0.00028744278317401197398,-0.0010533823880578617287,-0.0012722376592787705291,0.067835955611999565473,-1.3936020418535768894e-05,0.01255257617545132813,0.00096857399678688179279,0.00065381850313798940862,-0.00015848934933747942859,-0.089607666127324694938,0.090403997270815952825,0.0029048532445594566626
1664954580752126455,0.066359205972817997266,-0.0038165600224055358514,0.0030085486601189471295,0.99999498452929991288,0.00054914319331917770678,-0.0024396554940361819645,-0.0019435634974870345717,0.59565730265078542516,-0.0059752317176517228889,-0.0017612766332329968418,0.00094411023051674779205,0.00075383578381216318626,-0.00013471568471963099741,-0.089575334211445450938,0.090386363155480459186,0.0033932697215102152616
1664954580952126503,0.18363385576879753813,-0.0025782174122793242305,0.0026572869559544189458,0.99999981203788423922,-0.00040095283794830844379,0.00044691316916143568154,-0.00012421609019001167299,0.5181977311255963059,0.031608636493839173398,-0.0039010450592524394467,0.00097205860605265579678,0.00075834557780546667152,-0.00019055726735863471439,-0.089540485328118854524,0.090310266386364995705,0.0033580375655708942853
1664954581152126551,0.28293559293584652492,-0.0048740409191053123139,0.003326275723838136196,0.99999902620750047433,0.00058418936126274014116,0.00080009127388036658125,0.0009829347863533040644,0.44048390249790786433,-0.010916253306994722072,0.015742149676902579547,0.0010513018854464402721,0.00075277824570054265637,-0.00024385130496672836409,-0.089484320329685868023,0.090280503580371901373,0.0034904436187918087831
1664954581452126503,0.38392860874482359623,-0.0059320356431471757061,0.0045904304519043814814,0.99999810534422406416,0.00060634164027322608095,0.0015390271086238897173,0.0010261838705476306836,0.25366063889682238797,0.012007639381360174849,0.0007063007353074998761,0.0010460984580162337437,0.00078128471957526095856,-0.00029387539411634717047,-0.089531482648784688205,0.090272097663115488664,0.003383807732469646095
1664954581652126551,0.44915288191547159125,-0.0071529934019206641363,0.0051256677307459537485,0.99998522127004585425,0.00077282680988663833392,-0.005277318400793697302,-0.0010535135099733487687,0.57811073476775165503,-0.0025685781051279282447,0.0010571327128335965273,0.0010092442300457344848,0.00075938219836786777402,-0.00031153470926535985252,-0.08954345753083046977,0.090259558443777573866,0.0032463830837374274031
1664954581952126503,0.6802615349167944192,-0.009669899948750891247,0.0053646810279170528343,0.99999309934713742631,0.0014138414981936628552,-0.0034321526460807539466,0.00015046108419516473738,0.73719146087560394331,-0.020217308373835372187,0.010094899401403845118,0.00099757461774584708404,0.00072814228188536008791,-0.000271691107777123663,-0.089756761858891254136,0.090217334351053446451,0.0028242394743160053987
1664954582152126551,0.8250118051990172896,-0.004580232114212017501,0.005563085910913343618,0.99999120009113950935,-0.0013496564470612665548,-0.0039676809918547739989,0.00018887907259012890024,0.67271871422637374849,-0.014552372990025016011,-0.0013110821724521359941,0.00094267184831943581693,0.00071273425672874755107,-0.00032910049302896149164,-0.089681536463083647015,0.090225033554407335634,0.0028832499021247902891
